event_id,menu_hint,event_name,event_dt,selection_id,selection_name,win_lose,bsp,ppwap,morningwap,ppmax,ppmin,ipmax,ipmin,morningtradedvol,pptradedvol,iptradedvol
245555155,Scone (AUS) 14th Jul,R3 1400m Mdn,14-07-2025 04:35,2924270,1. Armoury,0,414.07934582,168.8638,108.1335,446.06,116.36,310.00,310.00,177.97,91.90,32.65
245525926,Pakenham (AUS) 14th Jul,R9 1100m Hcap,14-07-2025 08:00,85854873,13. Hughie,0,44.00000000,19.3654,16.4985,50.00,32.00,170.00,170.00,2239.99,1779.99,460.00
245586714,Pinjarra (AUS) 14th Jul,R2 1177m Pace M,14-07-2025 05:45,60010473,4. Iwill Never Know,0,2.48000000,2.2134,2.1503,2.58,2.20,1.00,1001.00,8529.39,7393.92,1135.47
245584646,Redcliffe (AUS) 14th Jul,R4 1780m Pace M,14-07-2025 10:41,42170485,5. Tarifa Girl,0,3.48962284,2.9702,2.9610,3.55,3.00,1.00,1001.00,3243.44,2760.02,483.42
245555180,Scone (AUS) 14th Jul,R8 1000m Hcap,14-07-2025 07:40,46652464,15. Indian Thunder,0,230.00000000,194.8593,153.1837,460.00,150.00,120.00,120.00,609.40,411.43,197.97
245525862,Pakenham (AUS) 14th Jul,R1 1000m 2yo,14-07-2025 04:00,85854821,2. Imaginate,0,25.62720098,14.3239,12.6917,26.00,18.50,10.00,10.00,2058.29,1748.14,310.15
245584600,Menangle (AUS) 14th Jul,R7 1609m Pace M,14-07-2025 07:55,23585013,3. Red Reactor,0,10.74849369,8.1737,7.8815,11.00,9.80,1.00,1001.00,872.99,689.01,183.98
245586720,Pinjarra (AUS) 14th Jul,R5 2185m Pace M,14-07-2025 07:33,13321230,6. Tahi,0,11.50000000,13.6858,10.2723,15.00,11.50,1.00,1001.00,957.76,610.47,161.49
245586654,Globe Derby (AUS) 14th Jul,R2 1800m Pace M,14-07-2025 05:03,85827740,1. Fanci Secret,0,130.00000000,67.3608,61.0244,95.00,90.00,1.00,1001.00,58.44,44.41,14.03
245586722,Pinjarra (AUS) 14th Jul,R6 2185m Pace M,14-07-2025 08:11,17424557,6. The Inside Scoop,0,220.00000000,153.1679,71.1667,180.00,140.00,1.00,1001.00,69.01,30.49,18.52
